AcquisitionDate,link,title,publishedDate,authors,Key_dispersion relation,Key_distance conjecture,Key_EFT,Key_holographic QCD,Key_landscape,Key_Positivity,Key_Regge,Key_Swampland,Key_Weak Gravity
2023-02-13,http://arxiv.org/abs/2302.02827v1,Recent developments in warm inflation,2023-02-06 14:44:05+00:00,"Vahid Kamali,Meysam Motaharfar,Rudnei O. Ramos",False,False,False,False,True,False,False,True,False
2023-02-11,http://arxiv.org/abs/2302.02090v1,Minimally modified gravity with auxiliary constraints formalism,2023-02-04 04:39:05+00:00,"Zhi-Bang Yao,Michele Oliosi,Xian Gao,Shinji Mukohyama",True,False,False,False,False,False,False,False,False
2023-02-08,http://arxiv.org/abs/2302.00655v1,Cosmological Flow of Primordial Correlators,2023-02-01 18:30:34+00:00,"Denis Werth,Lucas Pinol,Sébastien Renaux-Petel",True,False,False,False,False,False,False,False,False
2023-02-07,http://arxiv.org/abs/2302.00017v1,Towers and Hierarchies in the Standard Model from Emergence in Quantum Gravity,2023-01-31 19:00:02+00:00,"Alberto Castellano,Álvaro Herráez,Luis E. Ibáñez",False,False,False,False,False,False,False,True,False
2023-02-07,http://arxiv.org/abs/2302.00007v1,"The Chronicles of IIBordia: Dualities, Bordisms, and the Swampland",2023-01-31 19:00:00+00:00,"Arun Debray,Markus Dierigl,Jonathan J. Heckman,Miguel Montero",False,False,False,False,False,False,False,True,False
2023-02-07,http://arxiv.org/abs/2301.13672v1,Kappa vacua: A generalization of the thermofield double state,2023-01-31 14:41:59+00:00,Arash Azizi,False,False,True,False,False,False,False,False,False
2023-02-06,http://arxiv.org/abs/2301.13029v1,"Determining the normalization of the quantum field theory vacuum, with implications for quantum gravity",2023-01-30 16:17:06+00:00,Philip D. Mannheim,False,False,True,False,False,False,False,False,False
2023-02-05,http://arxiv.org/abs/2301.12370v1,PDM KG-Coulombic particles in cosmic string rainbow gravity spacetime and a uniform magnetic field,2023-01-29 06:16:48+00:00,Omar Mustafa,False,False,True,False,False,False,False,False,False
2023-02-03,http://arxiv.org/abs/2301.11968v1,Strong Cosmic Censorship in light of Weak Gravity Conjecture for Charged Black Holes,2023-01-27 19:46:46+00:00,"Jafar Sadeghi,Mohammad Reza Alipour,Saeed Noori Gashti",False,False,False,False,False,False,False,False,True
2023-02-02,http://arxiv.org/abs/2301.11349v1,An EFT hunter's guide to two-to-two scattering: HEFT and SMEFT on-shell amplitudes,2023-01-26 19:00:37+00:00,"Hongkai Liu,Teng Ma,Yael Shadmi,Michael Waterbury",False,False,True,False,False,False,False,False,False
2023-02-02,http://arxiv.org/abs/2301.11236v1,Quantum exploration of high-dimensional canyon landscapes,2023-01-26 17:18:51+00:00,Pierfrancesco Urbani,False,False,False,False,True,False,False,False,False
2023-01-30,http://arxiv.org/abs/2301.09669v1,Exact Renormalization of Wave Functionals yields continuous MERA,2023-01-23 19:11:25+00:00,"Samuel Goldman,Nima Lashkari,Robert G. Leigh,Mudassir Moosa",True,False,False,False,False,False,False,False,False
2023-01-29,http://arxiv.org/abs/2301.09183v1,Entanglement and maximal violation of the CHSH inequality in a system of two spins j: a novel construction and further observations,2023-01-22 18:52:55+00:00,"Giovani Peruzzo,Silvio Paolo Sorella",False,False,True,False,False,False,False,False,False
2023-01-26,http://arxiv.org/abs/2301.08262v1,A counterexample to the CFT convexity conjecture,2023-01-19 19:00:04+00:00,"Adar Sharon,Masataka Watanabe",False,False,False,False,False,False,False,False,True
2023-01-26,http://arxiv.org/abs/2301.08126v1,Swampland criteria for rescaled Einstein-Hilbert gravity with string corrections,2023-01-19 15:39:29+00:00,"Achilles Gitsis,Konstantinos-Rafail Revis,S. A. Venikoudis,F. P. Fronimos",False,False,False,False,False,False,False,True,False
2023-01-25,http://arxiv.org/abs/2301.07719v1,The Scale of Supersymmetry Breaking and the Dark Dimension,2023-01-18 19:00:01+00:00,"Luis A. Anchordoqui,Ignatios Antoniadis,Niccolò Cribiori,Dieter Lust,Marco Scalisi",False,False,True,False,False,False,False,True,False
2023-01-24,http://arxiv.org/abs/2301.07154v1,The 't Hooft equation as a quantum spectral curve,2023-01-17 19:47:06+00:00,David Vegh,False,False,False,False,False,False,True,False,False
2023-01-24,http://arxiv.org/abs/2301.07151v1,Renormalisation of SMEFT bosonic interactions up to dimension eight by LNV operators,2023-01-17 19:39:27+00:00,"Supratim Das Bakshi,Álvaro Díaz-Carmona",False,False,True,False,False,True,False,False,False
2023-01-24,http://arxiv.org/abs/2301.06651v1,Bounds on transport from hydrodynamic stability,2023-01-17 01:15:54+00:00,L. Gavassino,True,False,False,False,False,False,False,False,False
2023-01-22,http://arxiv.org/abs/2301.06151v2,Multiverse in Karch-Randall Braneworld,2023-01-15 18:00:05+00:00,Gopal Yadav,False,False,False,False,False,False,False,False,True
2023-01-20,http://arxiv.org/abs/2301.05728v1,A plane defect in the 3d O$(N)$ model,2023-01-13 19:03:42+00:00,"Abijith Krishnan,Max A. Metlitski",False,False,True,False,False,False,False,False,False
2023-01-20,http://arxiv.org/abs/2301.05698v1,Effective description of sub-maximal chaos: stringy effects for SYK scrambling,2023-01-13 18:41:56+00:00,"Changha Choi,Felix M. Haehl,Márk Mezei,Gábor Sárosi",False,False,False,False,False,False,True,False,False
2023-01-19,http://arxiv.org/abs/2301.05256v1,An effective field theory for non-maximal quantum chaos,2023-01-12 19:10:09+00:00,"Ping Gao,Hong Liu",False,False,True,False,False,False,False,False,False
2023-01-19,http://arxiv.org/abs/2301.05205v1,Running vacuum in FLRW spacetime: The dynamics of $ρ_{\rm vac}(H)$ from the quantized matter fields,2023-01-12 18:42:01+00:00,"Cristian Moreno-Pulido,Joan Sola Peracaula,Samira Cheraghchi",False,False,True,False,False,False,False,False,False
2023-01-18,http://arxiv.org/abs/2301.04677v1,Path integrals for classical-quantum dynamics,2023-01-11 19:03:26+00:00,"Jonathan Oppenheim,Zachary Weller-Davies",False,False,False,False,False,True,False,False,False
2023-01-16,http://arxiv.org/abs/2301.03513v1,Analysis and spectral theory of neck-stretching problems,2023-01-09 17:07:14+00:00,Thibault Langlais,False,True,False,False,False,False,False,True,False
2023-01-14,http://arxiv.org/abs/2301.02930v1,Complex critical points in Lorentzian spinfoam quantum gravity: 4-simplex amplitude and effective dynamics on double-$Δ_3$ complex,2023-01-07 20:16:37+00:00,"Muxin Han,Hongguang Liu,Dongxue Qu",False,False,False,False,False,False,True,False,False
2023-01-13,http://arxiv.org/abs/2301.02680v1,Goldstone bosons and fluctuating hydrodynamics with dipole and momentum conservation,2023-01-06 19:00:02+00:00,"Paolo Glorioso,Xiaoyang Huang,Jinkang Guo,Joaquin Rodriguez-Nieva,Andrew Lucas",True,False,False,False,False,False,False,False,False
2023-01-12,http://arxiv.org/abs/2301.01999v1,On (Scalar QED) Gravitational Positivity Bounds,2023-01-05 10:38:20+00:00,"Yuta Hamada,Rinto Kuramochi,Gregory J. Loges,Sota Nakajima",False,False,True,False,False,True,True,False,False
2023-01-12,http://arxiv.org/abs/2301.02245v1,Comments on the Bell-Clauser-Horne-Shimony-Holt inequality,2023-01-05 05:17:38+00:00,S. P. Sorella,False,False,True,False,False,False,False,False,False
2023-01-10,http://arxiv.org/abs/2301.01311v1,Large $N$ analytical functional bootstrap I: 1D CFTs and total positivity,2023-01-03 19:01:56+00:00,Zhijin Li,False,False,False,False,False,True,False,False,False
2023-01-09,http://arxiv.org/abs/2301.00827v1,Anomaly Cancellation in Effective Field Theories From the Covariant Derivative Expansion,2023-01-02 19:00:03+00:00,"Timothy Cohen,Xiaochuan Lu,Zhengkang Zhang",False,False,True,False,False,False,False,False,False
2023-01-09,http://arxiv.org/abs/2301.00698v1,Nested warped geometry in a non-flat braneworld scenario,2023-01-02 14:24:21+00:00,"Arko Bhaumik,Soumitra SenGupta",False,False,False,False,False,True,False,False,False
2023-01-06,http://arxiv.org/abs/2212.14870v1,"Light Axiodilatons: Matter Couplings, Weak-Scale Completions and Long-Distance Tests of Gravity",2022-12-30 18:36:14+00:00,"Philippe Brax,Cliff Burgess,Fernando Quevedo",False,False,True,False,False,False,False,False,False
2023-01-06,http://arxiv.org/abs/2212.14866v1,Casimir Energy and Modularity in Higher-dimensional Conformal Field Theories,2022-12-30 18:30:17+00:00,"Conghuan Luo,Yifan Wang",False,False,True,False,False,False,False,False,False
2023-01-06,http://arxiv.org/abs/2212.14785v1,Three dimensional regular black string via loop corrections,2022-12-30 15:44:29+00:00,Shuxuan Ying,False,False,True,False,False,False,False,False,False
2023-01-04,http://arxiv.org/abs/2212.14056v1,Full Unitarity and the Moments of Scattering Amplitudes,2022-12-28 19:00:05+00:00,Marc Riembau,False,False,True,False,False,False,False,False,False
2023-01-04,http://arxiv.org/abs/2212.13998v1,Emergence of String Monodromy in Effective Field Theory,2022-12-28 18:11:21+00:00,"Alan Shih-Kuan Chen,Henriette Elvang,Aidan Herderschee",False,False,True,False,False,False,False,False,False
2022-12-30,http://arxiv.org/abs/2212.12494v1,Building cubic gravity with healthy and viable scalar and tensor perturbations,2022-12-23 17:36:36+00:00,"Petros Asimakis,Spyros Basilakos,Emmanuel N. Saridakis",True,False,False,False,False,False,False,False,False
2022-12-30,http://arxiv.org/abs/2212.12227v1,Positivity bounds at one-loop level: the Higgs sector,2022-12-23 09:42:50+00:00,Xu Li,False,False,False,False,False,True,False,False,False
2022-12-30,http://arxiv.org/abs/2212.12175v1,Beyond the Born rule in quantum gravity,2022-12-23 07:15:35+00:00,Antony Valentini,False,False,True,False,False,False,False,False,False
2022-12-29,http://arxiv.org/abs/2212.11915v1,Geometric Bounds on the 1-Form Gauge Sector,2022-12-22 17:55:38+00:00,"Seung-Joo Lee,Paul-Konstantin Oehlmann",False,False,False,False,False,False,False,True,False
2022-12-29,http://arxiv.org/abs/2212.13121v1,Mirror symmetry for new physics beyond the Standard Model in $4D$ spacetime,2022-12-22 02:46:16+00:00,Wanpeng Tan,False,False,True,False,False,False,False,False,False
2022-12-27,http://arxiv.org/abs/2212.10645v1,Decay channels for double extremal black holes in four dimensions,2022-12-20 20:48:00+00:00,"Johannes Aspman,Jan Manschot",False,False,False,False,False,False,False,False,True
2022-12-27,http://arxiv.org/abs/2212.10587v1,The Dynamics of Line Defects and Their Sensitivity to the Lattice Structure,2022-12-20 19:01:02+00:00,"Shashin Pavaskar,Ira Z. Rothstein",True,False,False,False,False,False,False,False,False
2022-12-27,http://arxiv.org/abs/2212.10575v1,The entropic $g$-theorem in general spacetime dimension,2022-12-20 19:00:01+00:00,"Horacio Casini,Ignacio Salazar Landea,Gonzalo Torroba",False,False,False,False,False,True,False,False,False
2022-12-27,http://arxiv.org/abs/2212.10573v1,Moduli Space Reconstruction and Weak Gravity,2022-12-20 19:00:00+00:00,"Naomi Gendler,Ben Heidenreich,Liam McAllister,Jakob Moritz,Tom Rudelius",False,False,False,False,False,False,False,False,True
2022-12-27,http://arxiv.org/abs/2212.10293v1,"Kination, Meet Kasner: On The Asymptotic Cosmology of String Compactifications",2022-12-20 14:36:48+00:00,"Fien Apers,Joseph P. Conlon,Martin Mosny,Filippo Revello",False,False,True,False,False,False,False,True,False
2022-12-27,http://arxiv.org/abs/2212.10213v1,Bell inequalities in 2-2 scattering,2022-12-20 12:47:51+00:00,"Aninda Sinha,Ahmadullah Zahed",False,False,True,False,False,False,True,False,True
2022-12-27,http://arxiv.org/abs/2212.10021v1,Finite temperature QCD phase transition with 3 flavors of Möbius domain wall fermions,2022-12-20 06:24:32+00:00,"Yu Zhang,Yasumichi Aoki,Shoji Hashimoto,Issaku Kanamori,Takashi Kaneko,Yoshifumi Nakamura",False,False,True,False,False,False,False,False,False
2022-12-26,http://arxiv.org/abs/2212.09777v1,Dynamical Black Hole Entropy in Effective Field Theory,2022-12-19 19:00:04+00:00,"Iain Davies,Harvey S. Reall",False,False,True,False,False,False,False,False,False
2022-12-26,http://arxiv.org/abs/2212.09758v1,The Asymptotic Weak Gravity Conjecture in M-theory,2022-12-19 19:00:00+00:00,"Cesar Fierro Cota,Alessandro Mininno,Timo Weigand,Max Wiesner",False,False,False,False,False,False,False,False,True
2022-12-26,http://arxiv.org/abs/2212.09644v1,Three-family supersymmetric Pati-Salam models with symplectic groups from intersecting D6-branes,2022-12-19 17:22:51+00:00,"Adeel Mansha,Tianjun Li,Mudassar Sabir,Lina Wu",False,False,True,False,False,False,False,False,False
2022-12-26,http://arxiv.org/abs/2212.09467v2,Global Monopoles in the Extended Gauss-Bonnet Gravity,2022-12-19 13:59:10+00:00,"Nikos Chatzifotis,Nick E. Mavromatos,Dionysios P. Theodosopoulos",False,False,False,False,False,True,False,False,False
2022-12-23,http://arxiv.org/abs/2212.08685v1,TASI Lectures on Cosmic Signals of Fundamental Physics,2022-12-16 19:29:09+00:00,Daniel Green,False,False,True,False,False,False,False,False,False
2022-12-23,http://arxiv.org/abs/2212.08676v1,Black Holes as Probes of Moduli Space Geometry,2022-12-16 19:00:19+00:00,"Matilda Delgado,Miguel Montero,Cumrun Vafa",False,False,False,False,False,False,False,True,False
2022-12-23,http://arxiv.org/abs/2212.08527v1,Aspects of the Dark Dimension in Cosmology,2022-12-16 15:16:00+00:00,"Luis A. Anchordoqui,Ignatios Antoniadis,Dieter Lust",False,False,False,False,False,False,False,True,False
2022-12-22,http://arxiv.org/abs/2212.08009v1,The Analytic Wavefunction,2022-12-15 18:15:19+00:00,"Santiago Agui Salcedo,Mang Hei Gordon Lee,Scott Melville,Enrico Pajer",False,False,False,False,False,True,False,False,False
2022-12-22,http://arxiv.org/abs/2212.08003v1,Further Refining Swampland dS Conjecture in Mimetic f(G) Gravity,2022-12-15 18:01:38+00:00,"S. Noori Gashti,J. Sadeghi,M. R. Alipour",False,False,False,False,False,False,False,True,False
2022-12-22,http://arxiv.org/abs/2212.08001v1,Finite energy sum rules for gravitational Regge amplitudes,2022-12-15 17:57:55+00:00,"Toshifumi Noumi,Junsei Tokuda",False,False,False,False,False,True,True,False,False
2022-12-22,http://arxiv.org/abs/2212.07965v1,Scattering in Black Hole Backgrounds and Higher-Spin Amplitudes: Part II,2022-12-15 16:59:59+00:00,"Yilber Fabian Bautista,Alfredo Guevara,Chris Kavanagh,Justin Vines",False,False,True,False,False,False,False,False,False
2022-12-22,http://arxiv.org/abs/2212.07716v1,Conformal Dilaton-Higgs Gravity on Warped Spacetimes: Black Hole Paradoxes revisited,2022-12-15 10:43:19+00:00,Reinoud Jan Slagter,False,False,False,False,False,False,True,False,False
2022-12-22,http://arxiv.org/abs/2212.07668v1,BPS Lie algebras for totally negative 2-Calabi-Yau categories and nonabelian Hodge theory for stacks,2022-12-15 08:51:43+00:00,"Ben Davison,Lucien Hennecart,Sebastian Schlegel Mejia",False,False,False,False,False,True,False,False,False
2022-12-21,http://arxiv.org/abs/2212.09467v1,Global Monopoles in the Extended Gauss-Bonnet Gravity,2022-12-19 13:59:10+00:00,"Nick Chatzifotis,Nick E. Mavromatos,Dionysios P. Theodosopoulos",False,False,False,False,False,True,False,False,False
2022-12-21,http://arxiv.org/abs/2212.07434v1,Rigorous bounds on transport from causality,2022-12-14 19:00:00+00:00,"Michal P. Heller,Alexandre Serantes,Michał Spaliński,Benjamin Withers",True,False,False,False,False,False,False,False,False
2022-12-21,http://arxiv.org/abs/2212.07421v1,Efficiently evaluating loop integrals in the EFTofLSS using QFT integrals with massive propagators,2022-12-14 18:58:39+00:00,"Charalampos Anastasiou,Diogo P. L. Bragança,Leonardo Senatore,Henry Zheng",False,False,True,False,False,False,False,False,False
2022-12-21,http://arxiv.org/abs/2212.07293v1,A new approach and code for spinning black holes in modified gravity,2022-12-14 15:54:31+00:00,"Pedro G. S. Fernandes,David J. Mulryne",False,False,True,False,False,False,False,False,False
2022-12-21,http://arxiv.org/abs/2212.07204v1,Cosmological implications of Born-Infeld-$f(R)$ gravity,2022-12-14 13:06:13+00:00,"Salih Kibaroğlu,Emilio Elizalde",False,False,True,False,False,False,False,False,False
2022-12-20,http://arxiv.org/abs/2212.06677v1,Effective Field Theory for Compact Binary Dynamics,2022-12-13 15:53:43+00:00,Walter D. Goldberger,False,False,True,False,False,False,False,False,False
2022-12-19,http://arxiv.org/abs/2212.06215v1,Primary Observables for Indirect Searches at Colliders,2022-12-12 19:57:33+00:00,"Spencer Chang,Miranda Chen,Da Liu,Markus A. Luty",False,False,True,False,False,False,False,False,False
2022-12-19,http://arxiv.org/abs/2212.06187v1,Lectures on the string landscape and the Swampland,2022-12-12 19:03:52+00:00,"Nathan Benjamin Agmon,Alek Bedroya,Monica Jinwoo Kang,Cumrun Vafa",False,False,False,False,True,False,False,True,False
2022-12-19,http://arxiv.org/abs/2212.06169v1,AdS scale separation and the distance conjecture,2022-12-12 19:00:03+00:00,"Gary Shiu,Flavio Tonioni,Vincent Van Hemelryck,Thomas Van Riet",False,False,False,False,False,False,False,True,False
2022-12-19,http://arxiv.org/abs/2212.06157v1,Nonperturbative Anomalous Thresholds,2022-12-12 19:00:00+00:00,Miguel Correia,True,False,False,False,False,False,False,False,False
2022-12-19,http://arxiv.org/abs/2212.06120v1,Kerr Black Holes Enjoy Massive Higher-Spin Gauge Symmetry,2022-12-12 18:49:44+00:00,"Lucile Cangemi,Marco Chiodaroli,Henrik Johansson,Alexander Ochirov,Paolo Pichini,Evgeny Skvortsov",False,False,True,False,False,False,False,False,False
2022-12-19,http://arxiv.org/abs/2212.05829v1,Left-Right Symmetry Breaking and Gravitational Waves : A Tale of Two Phase Transitions,2022-12-12 11:17:53+00:00,"Z. A. Borboruah,U. A. Yajnik",False,False,True,False,False,False,False,False,False
2022-12-19,http://arxiv.org/abs/2212.05670v1,Unitarity and unstable-particle scattering amplitudes,2022-12-12 02:56:54+00:00,Katsuki Aoki,False,False,False,False,False,True,False,False,False
2022-12-19,http://arxiv.org/abs/2212.05651v1,Formal Theory: Status and Outlook,2022-12-12 01:36:53+00:00,Fernando Quevedo,False,False,False,False,False,False,False,True,False
2022-12-16,http://arxiv.org/abs/2212.05077v1,IIB Explored: Reflection 7-Branes,2022-12-09 19:00:03+00:00,"Markus Dierigl,Jonathan J. Heckman,Miguel Montero,Ethan Torres",False,False,False,False,False,False,False,True,False
2022-12-16,http://arxiv.org/abs/2212.04975v1,Constraints on Regge behaviour from IR physics,2022-12-09 16:36:23+00:00,"Claudia de Rham,Sumer Jaitly,Andrew J. Tolley",True,False,True,False,False,True,True,False,False
2022-12-15,http://arxiv.org/abs/2212.04503v1,The discrete Green-Schwarz mechanism in 6D F-Theory and Elliptic Genera of Non-Critical Strings,2022-12-08 19:00:00+00:00,"Markus Dierigl,Paul-Konstantin Oehlmann,Thorsten Schimannek",False,False,False,False,False,False,False,True,False
2022-12-15,http://arxiv.org/abs/2212.04427v1,Infrared phases of 3d massless CS-QCD and large $N_f$,2022-12-08 17:39:03+00:00,"Guillermo Arias-Tamargo,Sergio Benvenuti,Diego Rodriguez-Gomez",False,False,True,False,False,False,False,False,False
2022-12-15,http://arxiv.org/abs/2212.04395v1,Discrete symmetries and Efficient Counting of Operators,2022-12-08 16:53:21+00:00,"Simon Calò,Coenraad Marinissen,Rudi Rahn",False,False,True,False,False,False,False,False,False
2022-12-14,http://arxiv.org/abs/2212.04007v1,Nonperturbative gluon exchange in $pp$ elastic scattering at TeV energies,2022-12-07 23:50:57+00:00,"G. B. Bopsin,E. G. S. Luna,A. A. Natale,M. Peláez",False,False,False,False,False,False,True,False,False
2022-12-14,http://arxiv.org/abs/2212.03908v1,The Emergence Proposal in Quantum Gravity and the Species Scale,2022-12-07 19:07:17+00:00,"Alberto Castellano,Alvaro Herráez,Luis E. Ibáñez",False,False,True,False,False,False,False,False,False
2022-12-14,http://arxiv.org/abs/2212.03871v1,Stringy Completions of the Standard Model from the Bottom Up,2022-12-07 19:00:00+00:00,"Brad Bachu,Aaron Hillman",False,False,False,False,False,False,True,True,False
2022-12-14,http://arxiv.org/abs/2212.03403v1,Generation of Primordial Black Holes from inflation model with modified dispersion relation,2022-12-07 02:02:51+00:00,"Taotao Qiu,Wenyi Wang Ruifeng Zheng",True,False,False,False,False,False,False,False,False
2022-12-13,http://arxiv.org/abs/2212.03272v1,Thermodynamics of the Glueball Resonance Gas,2022-12-06 19:02:49+00:00,"Enrico Trotti,Shahriyar Jafarzade,Francesco Giacosa",False,False,False,False,False,False,True,False,False
2022-12-13,http://arxiv.org/abs/2212.03262v1,Negative Corrections to Black Hole Entropy from String Theory,2022-12-06 19:00:01+00:00,"Liang Ma,Yi Pang,H. Lu",False,False,False,False,False,True,False,False,True
2022-12-13,http://arxiv.org/abs/2212.03253v1,Renormalization of the Standard Model Effective Field Theory from Geometry,2022-12-06 19:00:00+00:00,"Andreas Helset,Elizabeth E. Jenkins,Aneesh V. Manohar",False,False,True,False,False,False,False,False,False
2022-12-13,http://arxiv.org/abs/2212.03052v1,Gravitational corrections to electroweak vacuum decay: metric vs. Palatini,2022-12-06 15:29:05+00:00,"Ioannis D. Gialamas,Alexandros Karam,Thomas D. Pappas",False,False,False,False,False,True,False,False,False
2022-12-13,http://arxiv.org/abs/2212.02905v1,LHC EFT WG Note: Precision matching of microscopic physics to the Standard Model Effective Field Theory (SMEFT),2022-12-06 12:00:43+00:00,"Sally Dawson,Admir Greljo,Kristin Lohwasser,Jason Aebischer,Supratim Das Bakshi,Adrián Carmona,Joydeep Chakrabortty,Timothy Cohen,Juan Carlos Criado,Javier Fuentes-Martín,Achilleas Lazopoulos,Xiaochuan Lu,Stefano Di Noi,Pablo Olgoso,Sunando Kumar Patra,José Santiago,Luca Silvestrini,Anders Eller Thomsen,Zhengkang Zhang",False,False,True,False,False,False,False,False,False
2022-12-12,http://arxiv.org/abs/2212.02535v1,Large Deviations in the Early Universe,2022-12-05 19:01:02+00:00,"Timothy Cohen,Daniel Green,Akhil Premkumar",False,False,True,False,False,False,False,False,False
2022-12-12,http://arxiv.org/abs/2212.02524v1,Analytic bootstrap for the localized magnetic field,2022-12-05 19:00:04+00:00,"Lorenzo Bianchi,Davide Bonomi,Elia de Sabbata",True,False,False,False,False,False,False,False,False
2022-12-12,http://arxiv.org/abs/2212.02520v1,Probing magnetic line defects with two-point functions,2022-12-05 19:00:02+00:00,Aleix Gimenez-Grau,True,False,False,False,False,False,False,False,False
2022-12-11,http://arxiv.org/abs/2212.01942v1,Focusing bounds for CFT correlators and the S-matrix,2022-12-04 22:28:04+00:00,"Thomas Hartman,Yikun Jiang,Francesco Sgarlata,Amirhossein Tajdini",False,False,False,False,False,False,True,False,False
2022-12-10,http://arxiv.org/abs/2212.01697v1,Pure Supersymmetric AdS and the Swampland,2022-12-03 21:39:30+00:00,"Miguel Montero,Martin Rocek,Cumrun Vafa",False,True,False,False,False,False,False,True,True
